artist,album,track,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,lyrics_body
50 Cent,Get Rich Or Die Tryin',P.I.M.P.,0.7,0.758,10,-3.012,0,0.342,1.3e-05,0.0401,0.889,78.693,"I don't know what you heard about me But a bitch can't get a dollar out of me No Cadillac, no perms, you can't see That I'm a motherfuckin' P.I.M.P  I don't know what you heard about me But a bitch can't get a dollar out of me No Cadillac, no perms, you can't see That I'm a motherfuckin' P.I.M.P (now shorty)  Now, shorty, she in the club, she dancin' for dollars She got a thing for that Gucci, that Fendi, that Prada That BCBG, Burberry, Dolce and Gabbana She feed them foolish fantasies They pay her, 'cause they want her  I spit a little G, man, and my game got her A hour later have that ass up in the Ramada Them trick niggas in her ear sayin' they think about her I got the bitch by the bar tryin' to get a drink up out her  She like my style, she like my smile, she like the way I talk She from the country, think she like me 'cause I'm from New York I ain't that nigga tryna holla 'cause I want some head I'm that nigga tryna holla 'cause I want some bread  I could care less how she perform when she in the bed Bitch, hit that track, catch a date, and come and pay the kid! Look, baby, this is simple, you can't see You fuckin' with me, you fuckin' with a P.I.M.P  I don't know what you heard about me (woo!) But a bitch can't get a dollar out of me No Cadillac, no perms, you can't see That I'm a motherfuckin' P.I.M.P "
Shakira,"Oral Fixation, Vol. 2 (Expanded Edition)",Hips Don't Lie (feat. Wyclef Jean),0.778,0.824,10,-5.892,0,0.0707,0.0,0.405,0.758,100.024,"Ladies up in here tonight No fighting We got the refugees up in here (no fighting) No fighting Shakira, Shakira  I never really knew that she could dance like this She make a man want to speak spanish ¿Cómo se llama? (Sí), bonita (sí) Mi casa, su casa (Shakira, Shakira)  Oh, baby, when you talk like that You make a woman go mad So be wise (sí) and keep on (sí) Reading the signs of my body (uno, dos, tres, cuatro)  I'm on tonight, you know my hips don't lie And I'm starting to feel it's right All the attraction, the tension Don't you see, baby? This is perfection  Hey, girl, I can see your body moving And it's driving me crazy And I didn't have the slightest idea Until I saw you dancing And when you walk up on the dance floor nobody cannot Ignore the way you move your body, girl (your body just move) And everything's so unexpected The way you right and left it So you can keep on shaking it (let's go!)  I never really knew that she could dance like this She make a man want to speak spanish ¿Cómo se llama? (Sí), bonita (sí)"
Rihanna,Talk That Talk,Where Have You Been,0.719,0.847,0,-6.34,0,0.0916,0.0204,0.221,0.444,127.963,"I've been everywhere, man, looking for someone Someone who can please me Love me all night long I've been everywhere, man, looking for you, babe Looking for you, babe Searching for you, babe  Where have you been? 'Cause I never see you out Are you hiding from me, yeah? Somewhere in the crowd  Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah Yeah, yeah, yeah, yeah, yeah  Where have you been? All my life, all my life Where have you been all my life? Where have you been all my life? Where have you been all my life?"
Nelly Furtado,Loose,Maneater,0.796,0.777,6,-4.81,1,0.0397,0.000358,0.121,0.787,132.722,"Take it back  Everybody look at me me I walk in the door you start screaming Come on everybody, what you here for? Move your body around like a nympho  Everybody get your neck to crack around All you crazy people come on jump around I wanna see you all on your knees knees You either wanna be with me or be me Come on now  Maneater, make you work hard, make you spend hard Make you want all of her love She's a maneater, make you buy cars, make you cut cards Make you fall real hard in love  She's a maneater, make you work hard, make you spend hard Make you want all of her love She's a maneater, make you buy cars, make you cut cards Wish you never ever met her at all  And when she walks she walks with passion When she talks she talks like she can handle it When she asks for something boy she means it Even if you never ever see it"
Usher,Confessions (Expanded Edition),Superstar,0.673,0.592,6,-5.196,0,0.0537,0.0,0.336,0.705,142.222,"This is for you, you, my number one This is for you, you, my number one This is for you, you, my number one  Spotlights, big stage Fifty thousand fans screamin' in a rage Bodyguards limousines This is the way I see you in my dreams Paparazzi flash, hundred pictures all of you Hangin' on my bedroom wall I'm a kid again, I feel like thirteen But I knew since we fell in love Girl I'd be  I'll be your groupie baby Cuz you are my superstar I'm your number one fan, give me your autograph Sign it right here on my heart Girl I'll be your groupie baby  Cuz you are my superstar"
Ice Cube,The Predator,It Was A Good Day,0.798,0.744,7,-5.328,0,0.136,0.000106,0.292,0.794,82.356,"Break 'em!  Shit! Yo! Yeah!  Just wakin' up in the mornin', gotta thank God I don't know but today seems kinda odd No barkin' from the dog, no smog And momma cooked a breakfast with no hog I got my grub on, but didn't pig out Finally, got a call from a girl I wanna dig out Hooked it up fo' later as I hit the do' Thinkin', ""Will I live another 24'?""  I gotta go 'cause I got me a drop top And if I hit the switch, I can make the ass drop Had to stop, at a red light Lookin' in my mirror, not a jacker in sight  And everything is alright I got a beep from Kim, and she can fuck all night Called up the homies, and I'm askin' y'all Which park, are y'all playin' basketball? Get me on the court and I'm trouble Last week fucked around and got a triple-double"
Outkast,Speakerboxxx/The Love Below,Roses,0.751,0.708,0,-5.653,1,0.0545,1.85e-05,0.107,0.509,108.97,"Caroline (Caroline), see, Caroline All the guys would say she's mighty fine (mighty fine) But mighty fine only got you somewhere half the time And the other half either got you Cussed out or coming up short Yeah, now dig this, now even though (even though) You'd need a golden calculator to divide (to divide) The time it took to look inside and realize That real guys go for real down-to-Mars girls, haha, yeah  I know you'd like to think your shit don't stank, but Lean a little bit closer, see Roses really smell like poo-poo-ooh Yeah, roses really smell like poo-poo-ooh  I know you'd like to think your shit don't stank, but Lean a little bit closer, see Roses really smell like poo-poo-ooh Yeah, roses really smell like poo-poo-ooh  Caroline (Caroline) See she's the reason for the word ""Bitch"" (bitch) I hope she's speedin' on the way to the club Tryna hurry up to get to a baller or singer or somebody like that And try to put on her makeup in the mirror and crash, crash Crash into a ditch (just playin') She needs a golden calculator to divide (to divide) The time it takes to look inside and realize That real guys go for real down-to-Mars girls, yeah  I know you'd like to think your shit don't stank, but Lean a little bit closer, see Roses really smell like poo-poo-ooh Yeah, roses really smell like poo-poo-ooh  I know you'd like to think your shit don't stank, but"
2Pac,Greatest Hits,Changes,0.865,0.665,7,-6.289,1,0.073,0.0,0.224,0.331,111.113,"Come on, come on I see no changes, wake up in the morning, and I ask myself Is life worth living, should I blast myself? I'm tired of bein' poor, and even worse I'm black My stomach hurts, so I'm lookin' for a purse to snatch  Cops give a damn about a negro Pull the trigger, kill a nigga, he's a hero Give the crack to the kids who the hell cares One less hungry mouth on the welfare  First, ship 'em dope and let 'em deal the brothers Give 'em guns, step back, watch 'em kill each other It's time to fight back, that's what Huey said Two shots in the dark, now Huey's dead  I got love for my brother, but we can never go nowhere Unless we share with each other We gotta start makin' changes Learn to see me as a brother instead of two distant strangers  And that's how it's supposed to be How can the devil take a brother, if he's close to me? I'd love to go back to when we played as kids But things changed, and that's the way it is  Come on, come on That's just the way it is Things will never be the same That's just the way it is Ooh, yeah  Come on, come on That's just the way it is Things will never be the same That's just the way it is Aww, yeah  I see no changes, all I see is racist faces"
Spice Girls,Spice,Wannabe,0.768,0.864,11,-6.145,1,0.0324,0.0,0.162,0.891,110.008,"Ha ha ha ha ha Yo, I'll tell you what I want What I really, really want So tell me what you want What you really, really want I'll tell you what I want What I really, really want So tell me what you want What you really, really want I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna really, really, really Wanna zigazig, ah  If you want my future Forget my past If you wanna get with me Better make it fast Now don't go wasting My precious time Get your act together, we could be just fine  I'll tell you what I want What I really, really want So tell me what you want What you really, really want I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna, (ha) I wanna really, really, really Wanna zigazig, ah  If you wanna be my lover"
TLC,Crazysexycool,Creep,0.811,0.458,5,-9.688,0,0.0402,1.41e-06,0.0526,0.797,92.94,"Yes, it's me again And I'm back (creep) Oh I, oh I, oh I, baby (creep) Oh I, oh I, oh I, yeah (creep) Oh I, oh I, oh I, baby (creep) Oh I, oh I, oh I, yeah (creep)  The 22nd of loneliness and we've Been through so many things I love my man with all honesty But I know he's cheatin' on me I look him in his eyes But all he tells me is lies to keep me near I'll never leave him down Though I might mess around It's only 'cause I need some affection, oh  So I creep, yeah I just keep it on the down low Said nobody is supposed to know So I creep, yeah 'Cause he doesn't know what I do And no attention goes to show Oh, so I creep "
